ID_cliente,Sector,Cantidad_Entradas
CLT-01269,D,3
CLT-01270,E,3
CLT-01271,A,3
CLT-01272,D,3
CLT-01273,D,1
CLT-01274,D,5
CLT-01275,D,3
CLT-01276,A,5
CLT-01277,E,1
CLT-01278,C,1
CLT-01279,C,2
CLT-01280,B,3
CLT-01281,E,2
CLT-01282,D,5
CLT-01283,B,3
CLT-01284,A,4
CLT-01285,A,5
CLT-01286,B,5
CLT-01287,A,2
CLT-01288,A,2
CLT-01289,B,5
CLT-01290,A,1
CLT-01291,D,1
CLT-01292,D,4
CLT-01293,D,4
CLT-01294,B,5
CLT-01295,C,2
CLT-01296,A,4
CLT-01297,C,5
CLT-01298,A,2
CLT-01299,D,2
CLT-01300,B,5
CLT-01301,C,2
CLT-01302,E,4
CLT-01303,E,1
CLT-01304,C,5
CLT-01305,C,4
CLT-01306,A,4
CLT-01307,D,4
CLT-01308,A,3
CLT-01309,E,5
CLT-01310,C,2
CLT-01311,B,2
CLT-01312,A,3
CLT-01313,D,2
CLT-01314,A,4
CLT-01315,D,3
CLT-01316,D,2
CLT-01317,B,3
CLT-01318,D,5
CLT-01319,C,4
CLT-01320,D,3
CLT-01321,A,4
CLT-01322,A,3
CLT-01323,B,5
CLT-01324,B,3
CLT-01325,B,3
CLT-01326,C,5
CLT-01327,C,1
CLT-01328,A,1
CLT-01329,C,3
CLT-01330,A,3
CLT-01331,A,1
CLT-01332,D,2
CLT-01333,B,1
CLT-01334,C,5
CLT-01335,A,2
CLT-01336,E,1
CLT-01337,C,3
CLT-01338,C,3
CLT-01339,A,3
CLT-01340,C,1
CLT-01341,A,1
CLT-01342,C,2
CLT-01343,A,3
CLT-01344,D,3
CLT-01345,C,4
CLT-01346,A,1
CLT-01347,E,3
CLT-01348,A,5
CLT-01349,E,5
CLT-01350,E,2
CLT-01351,A,2
CLT-01352,B,1
CLT-01353,E,4
CLT-01354,D,1
CLT-01355,B,5
CLT-01356,C,4
CLT-01357,C,5
CLT-01358,B,1
CLT-01359,B,3
CLT-01360,A,1
CLT-01361,A,3
CLT-01362,C,3
CLT-01363,C,4
CLT-01364,D,2
CLT-01365,B,3
CLT-01366,A,3
CLT-01367,C,5
CLT-01368,C,2
CLT-01369,A,4
CLT-01370,D,2
CLT-01371,E,2
CLT-01372,C,2
CLT-01373,B,2
CLT-01374,A,2
CLT-01375,D,5
CLT-01376,C,3
CLT-01377,D,3
CLT-01378,C,3
CLT-01379,A,1
CLT-01380,E,4
CLT-01381,A,2
CLT-01382,C,2
CLT-01383,D,2
CLT-01384,A,4
CLT-01385,E,4
CLT-01386,C,4
CLT-01387,B,3
CLT-01388,D,3
CLT-01389,B,5
CLT-01390,B,5
CLT-01391,E,4
CLT-01392,E,3
CLT-01393,E,3
CLT-01394,D,2
CLT-01395,E,4
CLT-01396,B,2
CLT-01397,D,1
CLT-01398,A,2
CLT-01399,D,4
CLT-01400,B,4
CLT-01401,C,5
CLT-01402,D,1
CLT-01403,A,4
CLT-01404,D,2
CLT-01405,E,3
CLT-01406,C,3
CLT-01407,E,4
CLT-01408,E,5
CLT-01409,B,3
CLT-01410,B,2
CLT-01411,D,2
CLT-01412,C,2
CLT-01413,D,5
CLT-01414,C,5
CLT-01415,D,5
CLT-01416,E,1
CLT-01417,E,3
CLT-01418,B,4
CLT-01419,B,3
CLT-01420,C,1
CLT-01421,E,1
CLT-01422,A,2
CLT-01423,A,1
CLT-01424,A,3
CLT-01425,A,4
CLT-01426,E,5
CLT-01427,E,3
CLT-01428,E,4
CLT-01429,B,1
CLT-01430,B,4
CLT-01431,B,1
CLT-01432,E,5
CLT-01433,E,4
CLT-01434,A,3
CLT-01435,B,4
CLT-01436,D,3
CLT-01437,B,3
CLT-01438,B,3
CLT-01439,E,4
CLT-01440,E,3
CLT-01441,E,5
CLT-01442,A,1
CLT-01443,C,2
CLT-01444,B,2
CLT-01445,D,2
CLT-01446,A,1
CLT-01447,B,5
CLT-01448,B,1
CLT-01449,E,5
CLT-01450,C,4
CLT-01451,C,3
CLT-01452,B,5
CLT-01453,C,3
CLT-01454,B,3
CLT-01455,D,5
CLT-01456,A,1
CLT-01457,D,3
CLT-01458,B,5
CLT-01459,E,1
CLT-01460,A,3
CLT-01461,B,3
CLT-01462,E,2
CLT-01463,D,4
CLT-01464,E,2
CLT-01465,D,4
CLT-01466,C,3
CLT-01467,A,3
CLT-01468,D,5
CLT-01469,C,4
CLT-01470,D,2
CLT-01471,C,2
CLT-01472,C,5
CLT-01473,A,1
CLT-01474,A,1
CLT-01475,B,3
CLT-01476,C,5
CLT-01477,A,2
CLT-01478,E,3
CLT-01479,A,4
CLT-01480,A,3
CLT-01481,E,2
CLT-01482,C,4
CLT-01483,D,3
CLT-01484,D,5
CLT-01485,D,4
CLT-01486,E,5
CLT-01487,E,1
CLT-01488,A,4
CLT-01489,C,5
CLT-01490,B,5
CLT-01491,C,5
CLT-01492,D,1
CLT-01493,B,1
CLT-01494,E,2
CLT-01495,C,4
CLT-01496,C,3
CLT-01497,B,5
CLT-01498,B,5
CLT-01499,C,1
CLT-01500,D,1
CLT-01501,C,3
CLT-01502,E,3
CLT-01503,D,2
CLT-01504,B,1
CLT-01505,A,1
CLT-01506,C,5
CLT-01507,A,5
CLT-01508,A,2
CLT-01509,A,3
CLT-01510,B,2
CLT-01511,D,1
CLT-01512,B,2
CLT-01513,E,5
CLT-01514,B,5
CLT-01515,A,1
CLT-01516,B,4
CLT-01517,B,5
CLT-01518,B,3
CLT-01519,A,4
CLT-01520,B,4
CLT-01521,A,5
CLT-01522,D,3
CLT-01523,A,3
CLT-01524,A,4
CLT-01525,E,4
CLT-01526,A,4
CLT-01527,B,4
CLT-01528,D,1
CLT-01529,D,3
CLT-01530,E,5
CLT-01531,B,5
CLT-01532,A,3
CLT-01533,B,3
CLT-01534,C,4
CLT-01535,A,5
CLT-01536,A,5
CLT-01537,B,3
CLT-01538,E,1
CLT-01539,B,3
CLT-01540,C,3
CLT-01541,B,2
CLT-01542,C,4
CLT-01543,A,3
CLT-01544,A,2
CLT-01545,E,3
CLT-01546,E,4
CLT-01547,E,3
CLT-01548,C,3
CLT-01549,C,1
CLT-01550,D,5
CLT-01551,A,2
CLT-01552,A,3
CLT-01553,E,2
CLT-01554,C,2
CLT-01555,C,5
CLT-01556,B,3
CLT-01557,A,3
CLT-01558,C,1
CLT-01559,D,1
CLT-01560,E,3
CLT-01561,C,2
CLT-01562,E,4
CLT-01563,C,2
CLT-01564,E,3
CLT-01565,C,2
CLT-01566,B,5
CLT-01567,E,3
CLT-01568,B,4
CLT-01569,B,1
CLT-01570,A,4
CLT-01571,D,4
CLT-01572,A,4
CLT-01573,E,3
CLT-01574,D,4
CLT-01575,C,1
CLT-01576,B,3
CLT-01577,B,4
CLT-01578,A,1
CLT-01579,B,3
CLT-01580,B,4
CLT-01581,B,2
CLT-01582,B,2
CLT-01583,C,4
CLT-01584,A,3
CLT-01585,D,4
CLT-01586,A,4
CLT-01587,B,4
CLT-01588,A,3
CLT-01589,A,1
CLT-01590,D,2
CLT-01591,C,5
CLT-01592,C,5
CLT-01593,E,1
CLT-01594,E,2
CLT-01595,E,3
CLT-01596,D,4
CLT-01597,A,2
CLT-01598,A,5
CLT-01599,A,2
CLT-01600,A,2
CLT-01601,D,4
CLT-01602,A,1
CLT-01603,B,4
CLT-01604,C,3
CLT-01605,D,4
CLT-01606,D,1
CLT-01607,E,4
CLT-01608,C,2
CLT-01609,A,3
CLT-01610,D,4
CLT-01611,E,1
CLT-01612,C,5
CLT-01613,D,5
CLT-01614,A,3
CLT-01615,A,5
CLT-01616,B,3
CLT-01617,A,2
CLT-01618,C,2
CLT-01619,B,3
CLT-01620,D,4
CLT-01621,C,4
CLT-01622,D,5
CLT-01623,B,5
CLT-01624,B,3
CLT-01625,C,2
CLT-01626,A,2
CLT-01627,D,3
CLT-01628,C,3
CLT-01629,C,4
CLT-01630,E,2
CLT-01631,A,3
CLT-01632,E,5
CLT-01633,C,4
CLT-01634,D,5
CLT-01635,C,1
CLT-01636,D,1
CLT-01637,D,3
CLT-01638,E,5
CLT-01639,D,1
CLT-01640,D,4
CLT-01641,E,3
CLT-01642,E,1
CLT-01643,C,2
CLT-01644,A,5
CLT-01645,E,4
CLT-01646,C,5
CLT-01647,B,5
CLT-01648,C,2
CLT-01649,D,3
CLT-01650,B,5
CLT-01651,D,1
CLT-01652,C,4
CLT-01653,A,2
CLT-01654,C,4
CLT-01655,C,5
CLT-01656,A,3
CLT-01657,C,1
CLT-01658,A,5
CLT-01659,D,2
CLT-01660,E,3
CLT-01661,C,3
CLT-01662,D,1
CLT-01663,D,5
CLT-01664,B,5
CLT-01665,C,5
CLT-01666,C,1
CLT-01667,A,5
CLT-01668,B,4
CLT-01669,E,1
CLT-01670,D,1
CLT-01671,D,2
CLT-01672,C,3
CLT-01673,E,1
CLT-01674,D,2
CLT-01675,C,3
CLT-01676,C,5
CLT-01677,E,1
CLT-01678,E,3
CLT-01679,E,3
CLT-01680,E,4
CLT-01681,A,3
CLT-01682,C,2
CLT-01683,D,2
CLT-01684,E,4
CLT-01685,C,1
CLT-01686,A,1
CLT-01687,C,4
CLT-01688,A,2
CLT-01689,C,1
CLT-01690,D,3
CLT-01691,A,4
CLT-01692,C,1
CLT-01693,B,4
CLT-01694,E,1
CLT-01695,B,1
CLT-01696,E,4
CLT-01697,A,5
CLT-01698,A,2
CLT-01699,C,2
CLT-01700,E,3
CLT-01701,E,4
CLT-01702,D,2
CLT-01703,A,3
CLT-01704,C,1
CLT-01705,B,1
CLT-01706,D,1
CLT-01707,E,5
CLT-01708,E,2
CLT-01709,B,5
CLT-01710,E,3
CLT-01711,C,3
CLT-01712,A,3
CLT-01713,D,2
CLT-01714,E,3
CLT-01715,E,2
CLT-01716,E,1
CLT-01717,C,3
CLT-01718,B,2
CLT-01719,B,3
CLT-01720,B,4
CLT-01721,E,4
CLT-01722,C,5
CLT-01723,D,2
CLT-01724,E,1
CLT-01725,B,4
CLT-01726,C,4
CLT-01727,C,2
CLT-01728,C,3
CLT-01729,E,1
CLT-01730,C,5
CLT-01731,C,2
CLT-01732,E,4
CLT-01733,B,2
CLT-01734,D,4
CLT-01735,E,5
CLT-01736,C,1
CLT-01737,A,2
CLT-01738,D,3
CLT-01739,A,1
CLT-01740,D,3
CLT-01741,B,1
CLT-01742,D,5
CLT-01743,A,4
CLT-01744,B,3
CLT-01745,E,5
CLT-01746,B,3
CLT-01747,E,4
CLT-01748,B,4
CLT-01749,D,5
CLT-01750,E,1
CLT-01751,A,2
CLT-01752,A,1
CLT-01753,B,1
CLT-01754,A,1
CLT-01755,A,4
CLT-01756,A,2
CLT-01757,B,5
CLT-01758,E,3
CLT-01759,A,3
CLT-01760,C,5
CLT-01761,A,5
CLT-01762,E,5
CLT-01763,D,5
CLT-01764,E,4
CLT-01765,D,5
CLT-01766,A,4
CLT-01767,E,2
CLT-01768,A,4
CLT-01769,A,4
CLT-01770,C,4
CLT-01771,C,4
CLT-01772,E,4
CLT-01773,E,3
CLT-01774,E,1
CLT-01775,C,5
CLT-01776,B,1
CLT-01777,B,1
CLT-01778,A,1
CLT-01779,C,4
CLT-01780,B,2
CLT-01781,A,5
CLT-01782,E,5
CLT-01783,D,5
CLT-01784,D,5
CLT-01785,A,2
CLT-01786,A,1
CLT-01787,A,2
CLT-01788,D,3
CLT-01789,C,2
CLT-01790,D,3
CLT-01791,B,4
CLT-01792,C,2
CLT-01793,D,1
CLT-01794,A,4
CLT-01795,B,1
CLT-01796,E,5
CLT-01797,B,2
CLT-01798,A,5
CLT-01799,E,3
CLT-01800,C,2
CLT-01801,C,4
CLT-01802,B,5
CLT-01803,C,5
CLT-01804,C,3
CLT-01805,C,1
CLT-01806,C,2
CLT-01807,C,5
CLT-01808,C,4
CLT-01809,D,3
CLT-01810,D,4
CLT-01811,B,3
CLT-01812,D,5
CLT-01813,E,3
CLT-01814,B,1
CLT-01815,E,3
CLT-01816,A,3
CLT-01817,A,5
CLT-01818,B,4
CLT-01819,D,5
CLT-01820,D,5
CLT-01821,D,1
CLT-01822,C,3
CLT-01823,A,3
CLT-01824,C,1
CLT-01825,C,4
CLT-01826,C,3
CLT-01827,D,3
CLT-01828,B,2
CLT-01829,D,4
CLT-01830,B,2
CLT-01831,B,4
CLT-01832,C,1
CLT-01833,B,1
CLT-01834,A,3
CLT-01835,A,2
CLT-01836,A,5
CLT-01837,B,2
CLT-01838,B,3
CLT-01839,D,5
CLT-01840,A,2
CLT-01841,B,5
CLT-01842,B,3
CLT-01843,B,1
CLT-01844,C,5
CLT-01845,C,2
CLT-01846,D,3
CLT-01847,C,3
CLT-01848,D,5
CLT-01849,E,5
CLT-01850,C,2
CLT-01851,D,1
CLT-01852,B,5
CLT-01853,C,1
CLT-01854,A,1
CLT-01855,D,1
CLT-01856,C,3
CLT-01857,D,3
CLT-01858,C,4
CLT-01859,A,5
CLT-01860,C,5
CLT-01861,E,4
CLT-01862,D,1
CLT-01863,D,2
CLT-01864,C,2
CLT-01865,C,2
CLT-01866,C,4
CLT-01867,E,2
CLT-01868,D,5
CLT-01869,D,2
CLT-01870,C,4
CLT-01871,D,3
CLT-01872,D,2
CLT-01873,E,4
CLT-01874,E,5
CLT-01875,C,4
CLT-01876,D,5
CLT-01877,A,4
CLT-01878,D,3
CLT-01879,E,4
CLT-01880,D,2
CLT-01881,E,4
CLT-01882,B,5
CLT-01883,C,3
CLT-01884,C,5
CLT-01885,C,3
CLT-01886,C,4
CLT-01887,D,5
CLT-01888,D,4
CLT-01889,E,5
CLT-01890,C,3
CLT-01891,A,2
CLT-01892,A,3
CLT-01893,B,1
CLT-01894,C,1
CLT-01895,A,1
CLT-01896,C,4
CLT-01897,D,2
CLT-01898,E,1
CLT-01899,D,4
CLT-01900,D,2
CLT-01901,E,3
CLT-01902,B,5
CLT-01903,C,5
CLT-01904,A,3
CLT-01905,A,5
CLT-01906,C,4
CLT-01907,A,4
CLT-01908,B,1
CLT-01909,D,2
CLT-01910,D,5
CLT-01911,D,1
CLT-01912,B,1
CLT-01913,D,2
CLT-01914,D,4
CLT-01915,C,4
CLT-01916,A,5
CLT-01917,C,5
CLT-01918,D,5
CLT-01919,E,3
CLT-01920,C,3
CLT-01921,E,3
CLT-01922,C,5
CLT-01923,D,5
CLT-01924,C,1
CLT-01925,A,4
CLT-01926,C,1
CLT-01927,C,5
CLT-01928,D,3
CLT-01929,B,5
CLT-01930,B,3
CLT-01931,D,1
CLT-01932,E,1
CLT-01933,D,2
CLT-01934,E,3
CLT-01935,B,3
CLT-01936,B,3
CLT-01937,C,3
CLT-01938,D,4
CLT-01939,B,1
CLT-01940,B,5
CLT-01941,E,1
CLT-01942,C,2
CLT-01943,E,2
CLT-01944,C,5
CLT-01945,D,5
CLT-01946,B,5
CLT-01947,D,3
CLT-01948,E,4
CLT-01949,A,5
CLT-01950,E,5
CLT-01951,E,4
CLT-01952,B,2
CLT-01953,B,4
CLT-01954,E,1
CLT-01955,C,3
CLT-01956,B,3
CLT-01957,E,4
CLT-01958,A,2
CLT-01959,C,3
CLT-01960,D,5
CLT-01961,B,1
CLT-01962,E,3
CLT-01963,C,3
CLT-01964,C,4
CLT-01965,D,1
CLT-01966,A,2
CLT-01967,B,5
CLT-01968,E,2
CLT-01969,A,3
CLT-01970,A,4
CLT-01971,B,5
CLT-01972,B,5
CLT-01973,C,3
CLT-01974,E,4
CLT-01975,B,1
CLT-01976,C,1
CLT-01977,B,4
CLT-01978,A,2
CLT-01979,E,2
CLT-01980,A,1
CLT-01981,D,5
CLT-01982,B,1
CLT-01983,D,5
CLT-01984,E,3
CLT-01985,B,4
CLT-01986,D,2
CLT-01987,B,2
CLT-01988,E,1
CLT-01989,A,2
CLT-01990,D,3
CLT-01991,C,2
CLT-01992,D,4
CLT-01993,E,4
CLT-01994,A,4
CLT-01995,B,1
CLT-01996,A,4
CLT-01997,B,4
CLT-01998,E,4
CLT-01999,A,4
CLT-02000,D,2
CLT-02001,A,3
CLT-02002,B,3
CLT-02003,B,5
CLT-02004,B,5
CLT-02005,D,4
CLT-02006,E,3
CLT-02007,D,4
CLT-02008,A,5
CLT-02009,D,4
CLT-02010,A,2
CLT-02011,E,5
CLT-02012,B,5
CLT-02013,C,4
CLT-02014,A,5
CLT-02015,D,2
CLT-02016,B,3
CLT-02017,B,1
CLT-02018,D,3
CLT-02019,B,2
CLT-02020,C,4
CLT-02021,A,3
CLT-02022,D,2
CLT-02023,D,4
CLT-02024,D,3
CLT-02025,A,5
CLT-02026,D,3
CLT-02027,A,5
CLT-02028,A,1
CLT-02029,E,5
CLT-02030,E,2
CLT-02031,E,3
CLT-02032,A,5
CLT-02033,B,1
CLT-02034,B,2
CLT-02035,E,4
CLT-02036,D,1
CLT-02037,E,3
CLT-02038,D,4
CLT-02039,B,4
CLT-02040,A,3
CLT-02041,B,5
CLT-02042,B,5
CLT-02043,D,3
CLT-02044,D,3
CLT-02045,D,4
CLT-02046,D,5
CLT-02047,E,2
CLT-02048,E,1
CLT-02049,D,5
CLT-02050,B,5
CLT-02051,D,1
CLT-02052,A,3
CLT-02053,B,1
CLT-02054,B,3
CLT-02055,C,2
CLT-02056,E,3
CLT-02057,A,2
CLT-02058,D,1
CLT-02059,D,4
CLT-02060,A,5
CLT-02061,A,3
CLT-02062,A,3
CLT-02063,D,3
CLT-02064,C,1
CLT-02065,D,1
CLT-02066,D,2
CLT-02067,C,4
CLT-02068,B,5
CLT-02069,B,5
CLT-02070,D,2
CLT-02071,D,3
CLT-02072,D,5
CLT-02073,C,4
CLT-02074,C,5
CLT-02075,E,3
CLT-02076,C,2
CLT-02077,A,2
CLT-02078,B,4
CLT-02079,E,2
CLT-02080,A,4
CLT-02081,D,4
CLT-02082,D,2
CLT-02083,B,4
CLT-02084,B,5
CLT-02085,E,1
CLT-02086,C,2
CLT-02087,E,2
CLT-02088,D,3
CLT-02089,E,5
CLT-02090,E,4
CLT-02091,D,1
CLT-02092,B,4
CLT-02093,D,4
CLT-02094,A,4
CLT-02095,D,3
CLT-02096,A,4
CLT-02097,A,4
CLT-02098,D,1
CLT-02099,B,2
CLT-02100,E,2
CLT-02101,D,4
CLT-02102,C,4
CLT-02103,A,5
CLT-02104,C,5
CLT-02105,B,1
CLT-02106,A,4
CLT-02107,E,5
CLT-02108,A,5
CLT-02109,C,5
CLT-02110,E,1
CLT-02111,C,4
CLT-02112,B,5
CLT-02113,B,1
CLT-02114,E,5
CLT-02115,B,3
CLT-02116,E,3
CLT-02117,C,2
CLT-02118,A,1
CLT-02119,E,5
CLT-02120,A,2
CLT-02121,C,5
CLT-02122,A,4
CLT-02123,B,2
CLT-02124,D,4
CLT-02125,B,2
CLT-02126,B,1
CLT-02127,D,2
CLT-02128,B,3
CLT-02129,B,4
CLT-02130,D,5
CLT-02131,A,4
CLT-02132,C,4
CLT-02133,D,4
CLT-02134,A,1
CLT-02135,B,4
CLT-02136,A,5
CLT-02137,A,3
CLT-02138,D,1
CLT-02139,A,5
CLT-02140,E,1
CLT-02141,D,5
CLT-02142,D,5
CLT-02143,A,5
CLT-02144,D,2
CLT-02145,E,4
CLT-02146,D,3
CLT-02147,E,1
CLT-02148,D,4
CLT-02149,D,5
CLT-02150,C,3
CLT-02151,D,5
CLT-02152,C,1
CLT-02153,D,5
CLT-02154,C,2
CLT-02155,A,3
CLT-02156,D,4
CLT-02157,D,2
CLT-02158,B,5
CLT-02159,C,5
CLT-02160,C,3
CLT-02161,E,2
CLT-02162,D,5
CLT-02163,B,4
CLT-02164,D,5
CLT-02165,A,1
CLT-02166,E,5
CLT-02167,C,3
CLT-02168,B,3
CLT-02169,E,2
CLT-02170,A,2
CLT-02171,C,4
CLT-02172,A,3
CLT-02173,D,5
CLT-02174,E,3
CLT-02175,D,1
CLT-02176,B,2
CLT-02177,C,5
CLT-02178,C,4
CLT-02179,B,1
CLT-02180,A,3
CLT-02181,B,1
CLT-02182,B,5
CLT-02183,A,1
CLT-02184,B,1
CLT-02185,E,2
CLT-02186,C,4
CLT-02187,D,5
CLT-02188,D,4
CLT-02189,D,1
CLT-02190,C,2
CLT-02191,B,1
CLT-02192,A,4
CLT-02193,D,1
CLT-02194,C,4
CLT-02195,A,2
CLT-02196,E,1
CLT-02197,C,4
CLT-02198,A,3
CLT-02199,A,4
CLT-02200,D,4
CLT-02201,C,3
CLT-02202,A,2
CLT-02203,A,1
CLT-02204,E,3
CLT-02205,E,1
CLT-02206,C,3
CLT-02207,D,4
CLT-02208,C,5
CLT-02209,D,3
CLT-02210,A,2
CLT-02211,E,3
CLT-02212,B,3
CLT-02213,E,3
CLT-02214,E,3
CLT-02215,A,2
CLT-02216,C,5
CLT-02217,A,5
CLT-02218,E,5
CLT-02219,B,2
CLT-02220,B,2
CLT-02221,A,2
CLT-02222,E,1
CLT-02223,A,1
CLT-02224,E,5
CLT-02225,B,1
CLT-02226,D,3
CLT-02227,E,3
CLT-02228,E,2
CLT-02229,E,1
CLT-02230,D,1
CLT-02231,C,3
CLT-02232,B,5
CLT-02233,E,4
CLT-02234,D,4
CLT-02235,C,1
CLT-02236,A,1
CLT-02237,A,2
CLT-02238,B,4
CLT-02239,C,4
CLT-02240,D,2
CLT-02241,E,4
CLT-02242,E,5
CLT-02243,B,1
CLT-02244,D,3
CLT-02245,D,3
CLT-02246,A,4
CLT-02247,E,2
CLT-02248,E,3
CLT-02249,B,5
CLT-02250,A,4
CLT-02251,C,2
CLT-02252,A,3
CLT-02253,E,3
CLT-02254,B,2
CLT-02255,A,3
CLT-02256,E,5
CLT-02257,A,3
CLT-02258,D,1
CLT-02259,D,1
CLT-02260,B,5
CLT-02261,E,5
CLT-02262,C,4
CLT-02263,D,1
CLT-02264,C,4
CLT-02265,D,1
CLT-02266,B,4
CLT-02267,B,2
CLT-02268,E,2
CLT-02269,B,1
CLT-02270,B,2
CLT-02271,B,5
CLT-02272,A,1
CLT-02273,C,3
CLT-02274,C,3
CLT-02275,E,5
CLT-02276,E,3
CLT-02277,C,3
CLT-02278,C,3
CLT-02279,A,5
CLT-02280,B,4
CLT-02281,C,4
CLT-02282,B,1
CLT-02283,A,3
CLT-02284,A,2
CLT-02285,B,1
CLT-02286,D,1
CLT-02287,A,4
CLT-02288,E,4
CLT-02289,C,3
CLT-02290,C,1
CLT-02291,E,2
CLT-02292,C,4
CLT-02293,D,2
CLT-02294,E,3
CLT-02295,C,3
CLT-02296,E,3
CLT-02297,C,2
CLT-02298,C,5
CLT-02299,C,5
CLT-02300,D,3
CLT-02301,A,1
CLT-02302,D,2
CLT-02303,C,5
CLT-02304,A,2
CLT-02305,C,1
CLT-02306,C,1
CLT-02307,E,3
CLT-02308,A,1
CLT-02309,D,5
CLT-02310,B,5
CLT-02311,B,2
CLT-02312,D,2
CLT-02313,D,3
CLT-02314,B,5
CLT-02315,E,5
CLT-02316,D,1
CLT-02317,A,3
CLT-02318,A,5
CLT-02319,B,5
CLT-02320,E,2
CLT-02321,C,2
CLT-02322,A,1
CLT-02323,A,3
CLT-02324,E,5
CLT-02325,B,5
CLT-02326,E,1
CLT-02327,B,2
CLT-02328,B,1
CLT-02329,A,4
CLT-02330,D,1
CLT-02331,D,2
CLT-02332,C,2
CLT-02333,D,2
CLT-02334,D,4
CLT-02335,E,3
CLT-02336,A,4
CLT-02337,B,2
CLT-02338,C,1
CLT-02339,A,3
CLT-02340,D,1
CLT-02341,D,3
CLT-02342,D,4
CLT-02343,B,2
CLT-02344,C,4
CLT-02345,B,3
CLT-02346,C,5
CLT-02347,C,1
CLT-02348,B,4
CLT-02349,C,3
CLT-02350,E,3
CLT-02351,A,1
CLT-02352,B,3
CLT-02353,C,1
CLT-02354,C,5
CLT-02355,D,4
CLT-02356,A,3
CLT-02357,A,2
CLT-02358,C,3
CLT-02359,E,3
CLT-02360,B,5
CLT-02361,E,4
CLT-02362,A,4
CLT-02363,C,4
CLT-02364,A,1
CLT-02365,A,2
CLT-02366,C,2
CLT-02367,C,1
CLT-02368,C,4
CLT-02369,C,3
CLT-02370,D,1
CLT-02371,A,2
CLT-02372,D,4
CLT-02373,D,3
CLT-02374,C,5
CLT-02375,A,5
CLT-02376,A,5
CLT-02377,E,1
CLT-02378,B,5
CLT-02379,C,3
CLT-02380,E,4
CLT-02381,C,2
CLT-02382,A,3
CLT-02383,E,1
CLT-02384,D,1
CLT-02385,D,3
CLT-02386,C,4
CLT-02387,E,4
CLT-02388,B,4
CLT-02389,C,4
CLT-02390,A,1
CLT-02391,D,2
CLT-02392,D,1
CLT-02393,E,3
CLT-02394,E,5
CLT-02395,D,4
CLT-02396,B,1
CLT-02397,E,3
CLT-02398,A,3
CLT-02399,A,3
CLT-02400,B,2
CLT-02401,A,3
CLT-02402,A,1
CLT-02403,B,4
CLT-02404,E,4
CLT-02405,C,4
CLT-02406,D,3
CLT-02407,E,5
CLT-02408,C,1
CLT-02409,E,4
CLT-02410,E,5
CLT-02411,C,3
CLT-02412,C,1
CLT-02413,E,4
CLT-02414,A,2
CLT-02415,D,5
CLT-02416,C,4
CLT-02417,A,5
CLT-02418,E,2
CLT-02419,D,5
CLT-02420,B,5
CLT-02421,E,3
CLT-02422,E,2
CLT-02423,A,5
CLT-02424,A,4
CLT-02425,B,4
CLT-02426,A,5
CLT-02427,A,2
CLT-02428,A,5
CLT-02429,E,4
CLT-02430,E,5
CLT-02431,A,4
CLT-02432,C,2
CLT-02433,E,5
CLT-02434,D,4
CLT-02435,A,2
CLT-02436,A,4
CLT-02437,A,1
CLT-02438,A,5
CLT-02439,A,1
CLT-02440,D,2
CLT-02441,D,2
CLT-02442,C,4
CLT-02443,B,5
CLT-02444,A,1
CLT-02445,C,4
CLT-02446,E,3
CLT-02447,E,1
CLT-02448,E,1
CLT-02449,E,5
CLT-02450,A,3
CLT-02451,A,4
CLT-02452,C,5
CLT-02453,B,1
CLT-02454,D,1
CLT-02455,D,3
CLT-02456,D,1
CLT-02457,C,3
CLT-02458,B,1
CLT-02459,B,3
CLT-02460,C,5
CLT-02461,C,3
CLT-02462,B,4
CLT-02463,A,2
CLT-02464,E,4
CLT-02465,A,1
CLT-02466,A,2
CLT-02467,C,1
CLT-02468,C,2
CLT-02469,D,3
CLT-02470,E,1
CLT-02471,B,5
CLT-02472,B,2
CLT-02473,B,2
CLT-02474,D,2
CLT-02475,E,1
CLT-02476,A,2
CLT-02477,B,3
CLT-02478,A,4
CLT-02479,B,2
CLT-02480,D,2
CLT-02481,E,5
CLT-02482,A,1
CLT-02483,B,1
CLT-02484,D,3
CLT-02485,A,3
CLT-02486,B,1
CLT-02487,A,3
CLT-02488,C,4
CLT-02489,E,5
CLT-02490,A,1
CLT-02491,A,1
CLT-02492,B,3
CLT-02493,E,4
CLT-02494,B,5
CLT-02495,C,3
CLT-02496,B,5
CLT-02497,C,2
CLT-02498,C,5
CLT-02499,A,1
CLT-02500,D,3
CLT-02501,C,5
CLT-02502,A,5
CLT-02503,E,1
CLT-02504,B,2
CLT-02505,E,5
CLT-02506,C,4
CLT-02507,A,1
CLT-02508,D,2
CLT-02509,A,1
CLT-02510,B,2
CLT-02511,B,2
CLT-02512,A,2
CLT-02513,B,5
CLT-02514,C,3
CLT-02515,E,5
CLT-02516,E,2
CLT-02517,B,5
CLT-02518,C,1
CLT-02519,B,2
CLT-02520,D,2
CLT-02521,E,3
CLT-02522,A,3
CLT-02523,E,1
CLT-02524,A,3
CLT-02525,A,4
CLT-02526,D,2
CLT-02527,E,1
CLT-02528,A,3
CLT-02529,E,1
CLT-02530,B,3
CLT-02531,A,5
CLT-02532,E,2
CLT-02533,A,4
CLT-02534,D,3
CLT-02535,B,1
CLT-02536,E,4
CLT-02537,D,4
CLT-02538,C,4
